id_musica,titulo,artista,genero,ano_lancamento,duracao_ms,popularidade,streams_milhoes,danceability,energy,valence,acousticness,speechiness,liveness,bpm,tom,modo,explicito,selo
TRK04668,Mi Amor Reggaetón,Anitta,Latin,2016,185338,57,715.3,0.841,0.813,0.642,0.757,0.126,0.165,141,B,Menor,Não,Warner Music
TRK04669,Together Hold,Twenty One Pilots,Rock,2014,250053,27,339.8,0.645,0.774,0.445,0.522,0.119,0.136,137,D#,Menor,Não,Sony Music
TRK04670,Goodbye Laugh,Kanye West,Hip-Hop,2021,196475,76,947.0,0.605,0.565,0.658,0.305,0.02,0.107,94,E,Maior,Sim,Atlantic Records
TRK04671,Corazón,Manuel Turizo,Latin,2015,236575,51,649.6,0.974,0.929,0.502,0.071,0.163,0.267,131,D,Maior,Não,Universal Music
TRK04672,Heaven Nothing,Maroon 5,Rock,2024,197100,91,1122.8,0.519,0.872,0.752,0.632,0.302,0.325,114,A,Menor,Sim,Sony Music
TRK04673,Rain Shadow Free,The Chainsmokers,Electronic,2023,245277,60,822.4,0.746,0.99,0.583,0.151,0.435,0.073,124,F,Maior,Não,Independent
TRK04674,Falling,John Legend,R&B,2024,236853,86,996.2,0.617,0.653,0.67,0.099,0.125,0.107,108,A,Maior,Não,Sony Music
TRK04675,Sky Magic Run,Muse,Rock,2025,176587,62,688.2,0.58,0.544,0.378,0.356,0.218,0.31,111,G#,Menor,Não,Independent
TRK04676,Magic Somewhere,Kendrick Lamar,Hip-Hop,2019,179282,43,374.7,0.763,0.681,0.561,0.394,0.301,0.076,94,F#,Maior,Não,Independent
TRK04677,Smile,Usher,R&B,2013,224506,71,939.5,0.769,0.672,0.773,0.3,0.286,0.108,89,G,Maior,Sim,Republic Records
TRK04678,Mi Amor,Sebastián Yatra,Latin,2023,196085,76,853.9,0.82,0.742,0.582,0.32,0.387,0.455,105,G,Menor,Não,Republic Records
TRK04679,Tomorrow Shine Somewhere,Fall Out Boy,Rock,2016,221075,45,488.4,0.545,0.732,0.619,0.144,0.143,0.214,139,G,Menor,Não,Columbia Records
TRK04680,Kiss Cry,J. Cole,Hip-Hop,2019,240729,99,1152.6,0.94,0.77,0.337,0.349,0.46,0.054,114,G#,Maior,Sim,Universal Music
TRK04681,Run Want,Alicia Keys,R&B,2022,250255,80,921.3,0.586,0.562,0.476,0.271,0.02,0.052,84,C,Maior,Sim,Sony Music
TRK04682,Yours Higher,Maroon 5,Rock,2020,234617,62,658.7,0.423,0.742,0.519,0.433,0.456,0.115,149,G#,Maior,Não,Republic Records
TRK04683,Crazy Higher,Ed Sheeran,Pop,2010,152020,38,447.1,0.763,0.737,0.267,0.391,0.235,0.154,108,C#,Menor,Não,Columbia Records
TRK04684,Suelta,Anuel AA,Reggaeton,2024,193643,48,526.0,0.819,0.615,0.795,0.139,0.248,0.223,99,D,Menor,Sim,Universal Music
TRK04685,Anywhere Heart,Future,Hip-Hop,2010,193399,41,499.3,0.853,0.596,0.472,0.328,0.318,0.062,74,B,Maior,Sim,Interscope
TRK04686,Shining Light,Kendrick Lamar,Hip-Hop,2020,138820,68,889.6,0.835,0.663,0.84,0.189,0.316,0.287,96,C#,Menor,Sim,Def Jam
TRK04687,Kill This Love,IVE,K-Pop,2017,182853,45,601.0,0.634,0.656,0.751,0.165,0.374,0.286,102,G,Menor,Não,Atlantic Records
TRK04688,Sky Always,Travis Scott,Hip-Hop,2017,191112,88,1067.5,0.721,0.818,0.718,0.064,0.275,0.169,96,G,Maior,Sim,RCA Records
TRK04689,Goodbye,Cardi B,Hip-Hop,2023,232059,51,494.2,0.717,0.644,0.598,0.482,0.202,0.11,108,F,Maior,Não,Republic Records
TRK04690,Goodbye,Muse,Rock,2025,207206,97,1188.6,0.54,0.821,0.702,0.374,0.201,0.116,125,G#,Menor,Não,Columbia Records
TRK04691,Joy,Alan Walker,Electronic,2024,175659,68,839.1,0.727,0.668,0.231,0.093,0.343,0.069,147,B,Menor,Não,Independent
TRK04692,Us,Vampire Weekend,Indie,2025,223719,58,588.0,0.622,0.544,0.543,0.053,0.122,0.146,154,A,Maior,Não,Independent
TRK04693,Fiesta,Manuel Turizo,Latin,2022,244449,53,582.4,0.657,0.781,0.362,0.258,0.151,0.218,136,E,Menor,Não,Interscope
TRK04694,Rain Shine,Muse,Rock,2024,226513,82,999.5,0.289,0.65,0.446,0.235,0.166,0.316,120,E,Maior,Sim,RCA Records
TRK04695,Pink Venom,TWICE,K-Pop,2019,171047,55,673.1,0.637,0.829,0.241,0.229,0.315,0.076,136,B,Menor,Não,Warner Music
TRK04696,Paradise Sun,Twenty One Pilots,Rock,2015,194084,19,271.8,0.712,0.885,0.496,0.251,0.073,0.054,151,G#,Menor,Não,Universal Music
TRK04697,Provócame Loca,Rauw Alejandro,Latin,2018,150043,74,1005.8,0.604,0.725,0.845,0.236,0.175,0.204,127,G,Maior,Não,Independent
TRK04698,Noche,Rauw Alejandro,Latin,2016,225153,65,860.5,0.836,0.767,0.883,0.456,0.182,0.102,150,F,Maior,Não,Warner Music
TRK04699,Sola Despacito,Nicky Jam,Latin,2015,154313,35,438.3,0.79,0.517,0.326,0.688,0.02,0.302,96,G,Menor,Não,Atlantic Records
TRK04700,Shine Angel Anywhere,Morgan Wallen,Country,2010,237330,36,561.4,0.537,0.592,0.681,0.185,0.193,0.215,108,C#,Menor,Não,Universal Music
TRK04701,Heart Moon,Sabrina Carpenter,Pop,2013,144689,56,679.4,0.679,0.741,0.432,0.255,0.189,0.301,139,A#,Maior,Não,RCA Records
TRK04702,Star Touch,OneRepublic,Rock,2014,238058,58,655.5,0.668,0.938,0.181,0.41,0.23,0.136,126,E,Maior,Não,Warner Music
TRK04703,Vida Dame,Manuel Turizo,Latin,2022,207664,43,508.2,0.658,0.895,0.603,0.326,0.166,0.325,125,G#,Menor,Não,Interscope
TRK04704,Ditto,SEVENTEEN,K-Pop,2024,222813,97,1131.4,0.609,0.709,0.713,0.342,0.099,0.139,135,F#,Maior,Não,Universal Music
TRK04705,Stay Touch Better,21 Savage,Hip-Hop,2017,210331,55,657.1,0.733,0.674,0.732,0.441,0.17,0.146,82,C#,Menor,Não,Interscope
TRK04706,Fire Mind,Foo Fighters,Rock,2023,161099,70,866.3,0.705,0.765,0.453,0.095,0.02,0.127,109,B,Maior,Não,Republic Records
TRK04707,Hold,The Weeknd,Rock,2025,300339,45,637.1,0.505,0.692,0.656,0.239,0.096,0.485,132,F,Maior,Não,RCA Records
TRK04708,Mi Amor,J Balvin,Latin,2021,252884,95,1094.2,0.715,0.605,0.667,0.295,0.338,0.18,130,D#,Maior,Não,RCA Records
TRK04709,Alone Dark,Katy Perry,Pop,2015,268100,67,779.8,0.758,0.604,0.582,0.55,0.177,0.19,117,A,Menor,Não,Warner Music
TRK04710,Rain,Dua Lipa,Pop,2022,167186,35,472.2,0.532,0.698,0.422,0.145,0.11,0.419,111,A,Menor,Não,Independent
TRK04711,Soul Us,MGMT,Indie,2015,159401,31,433.6,0.416,0.523,0.717,0.614,0.227,0.048,105,E,Menor,Não,RCA Records
TRK04712,Run Crazy Body,Major Lazer,Electronic,2016,213821,51,712.9,0.823,0.699,0.656,0.185,0.181,0.453,144,C,Menor,Não,Interscope
TRK04713,Heaven,Sabrina Carpenter,Pop,2021,233964,100,1123.8,0.633,0.756,0.47,0.319,0.414,0.151,125,D,Maior,Não,Republic Records
TRK04714,Mi Amor,Becky G,Latin,2023,202134,62,676.5,0.699,0.788,0.509,0.601,0.19,0.055,107,C#,Maior,Não,Warner Music
TRK04715,Stay,The Weeknd,Rock,2021,234364,76,832.7,0.586,0.832,0.559,0.139,0.228,0.285,121,C#,Maior,Não,Def Jam
TRK04716,Magic Yesterday Night,Diplo,Electronic,2018,210747,81,910.6,0.809,0.817,0.766,0.221,0.271,0.057,122,F,Maior,Não,Capitol Records
TRK04717,Hello Free Young,Tame Impala,Indie,2019,254680,87,987.9,0.63,0.569,0.67,0.511,0.039,0.08,122,F,Menor,Não,Universal Music
TRK04718,Moon Tomorrow,Red Hot Chili Peppers,Rock,2019,134437,62,726.1,0.774,0.63,0.237,0.275,0.324,0.146,115,B,Menor,Não,Columbia Records
TRK04719,Lost Love,Adele,Pop,2017,221172,75,877.9,0.655,0.617,0.537,0.31,0.301,0.142,133,B,Maior,Não,Atlantic Records
TRK04720,Today Higher,21 Savage,Hip-Hop,2021,205756,66,778.2,0.601,0.494,0.651,0.38,0.1,0.168,106,D,Menor,Sim,Universal Music
TRK04721,Te Quiero,Shakira,Latin,2018,177484,54,686.1,0.697,0.743,0.585,0.235,0.241,0.132,128,F,Maior,Não,Interscope
TRK04722,Suelta Mi Amor,Karol G,Latin,2015,265840,80,1013.2,0.861,0.789,0.622,0.151,0.332,0.122,122,B,Maior,Não,Sony Music
TRK04723,Anywhere,Ed Sheeran,Pop,2023,124318,58,708.0,0.689,0.433,0.727,0.16,0.072,0.275,98,A,Menor,Não,Independent
TRK04724,Lost Soul,Skrillex,Electronic,2019,225238,19,249.5,0.823,0.811,0.488,0.338,0.563,0.117,117,A#,Maior,Não,Columbia Records
TRK04725,Corazón,J Balvin,Latin,2023,267461,44,526.3,0.852,0.777,0.827,0.122,0.149,0.345,127,A,Maior,Não,Sony Music
TRK04726,Anywhere Us We,Mac DeMarco,Indie,2025,213257,52,548.9,0.877,0.856,0.309,0.174,0.218,0.215,93,B,Menor,Não,Republic Records
TRK04727,Magic,Linkin Park,Rock,2021,218014,62,756.5,0.718,0.634,0.99,0.554,0.204,0.193,96,F,Menor,Não,Warner Music
TRK04728,Moon Laugh,Kanye West,Hip-Hop,2017,227275,57,571.8,0.752,0.364,0.235,0.263,0.164,0.186,89,A#,Menor,Não,Universal Music
TRK04729,Noche,Bad Bunny,Reggaeton,2023,180013,92,1057.4,0.626,0.853,0.563,0.399,0.172,0.02,133,B,Maior,Sim,Republic Records
TRK04730,Hello Paradise,Beyoncé,R&B,2022,289923,52,625.8,0.61,0.762,0.488,0.381,0.123,0.158,111,B,Menor,Sim,Columbia Records
TRK04731,What Is Love?,SEVENTEEN,K-Pop,2021,198016,73,922.4,0.801,0.627,0.604,0.219,0.273,0.173,120,A,Menor,Não,Def Jam
TRK04732,Sky Yours,Shawn Mendes,Pop,2020,228718,67,868.6,0.78,0.876,0.445,0.134,0.195,0.049,122,G#,Maior,Não,Interscope
TRK04733,We Kiss,Coldplay,Rock,2024,214676,68,919.4,0.243,0.777,0.251,0.12,0.063,0.215,120,A,Menor,Não,Warner Music
TRK04734,Light,Hozier,Indie,2019,196444,84,1054.1,0.573,0.494,0.438,0.389,0.213,0.284,126,B,Maior,Não,Columbia Records
TRK04735,Love Alone,Disclosure,Electronic,2014,196995,65,781.8,0.983,0.894,0.232,0.235,0.607,0.108,116,A,Menor,Sim,Columbia Records
TRK04736,Body Beautiful,The Weeknd,Rock,2013,193283,76,795.7,0.474,0.692,0.723,0.326,0.121,0.351,127,C#,Menor,Não,Republic Records
TRK04737,Need Sunshine Dark,Mitski,Indie,2012,269611,37,419.9,0.591,0.267,0.356,0.045,0.167,0.096,129,B,Menor,Não,Warner Music
TRK04738,Angel Mind,Adele,Pop,2024,176493,61,767.1,0.831,0.78,0.337,0.3,0.15,0.075,102,D,Menor,Não,Independent
TRK04739,Young Paradise,Avicii,Electronic,2018,276802,61,747.1,0.779,0.926,0.541,0.163,0.255,0.024,122,F#,Menor,Não,Columbia Records
TRK04740,Together Lonely,Katy Perry,Pop,2018,258981,97,1142.1,0.598,0.428,0.368,0.6,0.184,0.254,129,F,Maior,Não,Interscope
TRK04741,Despacito Mi Amor,Nicky Jam,Latin,2019,201871,55,648.6,0.749,0.935,0.51,0.476,0.598,0.311,125,B,Menor,Não,Columbia Records
TRK04742,Vida,Rosalía,Latin,2021,264972,49,559.6,0.823,0.804,0.733,0.144,0.145,0.298,107,A#,Menor,Não,Republic Records
TRK04743,Thunderous,Red Velvet,K-Pop,2015,187708,42,497.8,0.767,0.745,0.723,0.081,0.112,0.412,113,C,Maior,Não,Republic Records
TRK04744,Hello,Avicii,Electronic,2025,162749,68,818.1,0.652,0.925,0.646,0.454,0.138,0.027,122,F#,Menor,Não,Independent
TRK04745,Broken Nothing,Shawn Mendes,Pop,2022,212496,71,893.4,0.653,0.726,0.67,0.182,0.054,0.375,129,G,Maior,Não,Universal Music
TRK04746,Bésame,Farruko,Reggaeton,2022,289960,80,903.7,0.775,0.862,0.634,0.386,0.268,0.141,114,D#,Maior,Sim,Warner Music
TRK04747,Lost,Diplo,Electronic,2016,192381,74,903.2,0.778,0.779,0.729,0.515,0.116,0.203,115,A,Menor,Sim,Warner Music
TRK04748,Stronger Never Goodbye,Fall Out Boy,Rock,2022,255501,76,922.1,0.717,0.766,0.604,0.46,0.157,0.083,141,G,Maior,Não,Universal Music
TRK04749,Mine Better,Eminem,Hip-Hop,2021,197601,52,625.2,0.671,0.699,0.412,0.242,0.063,0.463,86,G,Maior,Sim,Interscope
TRK04750,Need,Tiësto,Electronic,2023,189386,68,870.9,0.742,0.841,0.356,0.099,0.334,0.336,105,F,Menor,Não,Interscope
TRK04751,Joy Nothing,Glass Animals,Indie,2023,164349,73,945.4,0.528,0.367,0.593,0.319,0.144,0.228,138,F,Menor,Não,Def Jam
TRK04752,Tears Magic,Fall Out Boy,Rock,2019,292388,58,717.7,0.621,0.834,0.822,0.317,0.141,0.066,131,B,Maior,Não,Sony Music
TRK04753,Angel Anywhere,Tiësto,Electronic,2022,204465,55,649.7,0.827,0.819,0.6,0.497,0.234,0.438,110,G,Maior,Não,Capitol Records
TRK04754,Provócame,Bad Bunny,Latin,2016,236859,41,442.1,0.776,0.814,0.555,0.169,0.24,0.38,141,C#,Maior,Não,Capitol Records
TRK04755,Tonight Sunshine,Vampire Weekend,Indie,2023,192098,71,752.0,0.417,0.333,0.689,0.23,0.108,0.335,120,F#,Menor,Não,RCA Records
TRK04756,Dark Sky Dream,Billie Eilish,Pop,2018,212001,75,849.4,0.792,0.568,0.519,0.408,0.12,0.042,128,C,Menor,Não,RCA Records
TRK04757,Us Gone,Ariana Grande,Pop,2022,190789,59,774.3,0.673,0.732,0.733,0.278,0.313,0.092,121,G,Maior,Não,Columbia Records
TRK04758,Dream,Ariana Grande,Pop,2020,260898,62,762.2,0.733,0.619,0.531,0.53,0.228,0.082,144,G#,Menor,Não,Def Jam
TRK04759,Shining Sun,Post Malone,Hip-Hop,2022,200636,70,858.7,0.649,0.646,0.516,0.483,0.542,0.323,91,F#,Maior,Sim,Atlantic Records
TRK04760,Apart,Arcade Fire,Indie,2025,214982,85,941.2,0.54,0.373,0.727,0.331,0.049,0.234,111,D#,Maior,Não,RCA Records
TRK04761,Sun Lost Bright,Martin Garrix,Electronic,2021,181909,61,831.9,0.871,0.856,0.422,0.119,0.058,0.384,126,D#,Maior,Sim,Republic Records
TRK04762,Free Want,Travis Scott,Hip-Hop,2023,208199,88,1053.5,0.757,0.572,0.399,0.56,0.135,0.292,93,C#,Maior,Sim,Independent
TRK04763,Heart Body,Olivia Rodrigo,Pop,2013,179642,59,588.2,0.835,0.679,0.518,0.665,0.183,0.556,114,A,Menor,Não,Atlantic Records
TRK04764,Mind Maybe,Dua Lipa,Pop,2022,266945,55,745.4,0.771,0.932,0.727,0.549,0.206,0.025,120,A,Maior,Não,RCA Records
TRK04765,Bésame,Karol G,Latin,2014,185080,50,549.7,0.692,0.655,0.472,0.058,0.36,0.411,142,A#,Menor,Não,Capitol Records
TRK04766,Imposible,Zion & Lennox,Reggaeton,2023,291137,59,605.6,0.906,0.917,0.728,0.468,0.198,0.126,122,D,Menor,Sim,Independent
TRK04767,Run,Miranda Lambert,Country,2017,269621,61,733.4,0.429,0.482,0.449,0.317,0.254,0.298,130,D#,Menor,Sim,Atlantic Records
TRK04768,Falling Rising Young,Diplo,Electronic,2019,259544,60,738.5,0.763,0.714,0.606,0.035,0.139,0.187,157,G#,Maior,Não,Universal Music
TRK04769,Cry Maybe,Arctic Monkeys,Rock,2025,239889,54,673.7,0.527,0.716,0.636,0.381,0.101,0.102,134,F#,Maior,Não,Universal Music
TRK04770,Today,Disclosure,Electronic,2013,247650,57,705.2,0.627,0.773,0.424,0.021,0.19,0.039,108,E,Maior,Não,Sony Music
TRK04771,Stronger Summer,David Guetta,Electronic,2022,140771,96,1151.0,0.644,0.725,0.99,0.294,0.299,0.226,124,G#,Menor,Não,Sony Music
TRK04772,Everything Maybe Sun,Justin Bieber,Pop,2023,220637,35,501.2,0.78,0.663,0.364,0.093,0.274,0.29,123,B,Maior,Não,Sony Music
TRK04773,Noche,Becky G,Latin,2025,193686,46,424.5,0.827,0.717,0.858,0.252,0.083,0.123,114,G,Menor,Não,Warner Music
TRK04774,Want,The 1975,Indie,2016,205033,55,684.6,0.267,0.315,0.723,0.221,0.247,0.135,69,D,Maior,Não,Capitol Records
TRK04775,Somewhere Heart,The Weeknd,R&B,2024,224368,43,537.5,0.538,0.504,0.485,0.374,0.45,0.054,92,G#,Menor,Não,Interscope
TRK04776,Angel Tears,Selena Gomez,Pop,2019,237591,50,518.8,0.674,0.829,0.433,0.443,0.12,0.264,142,D,Menor,Não,Def Jam
TRK04777,Lost Young Everything,Doja Cat,Hip-Hop,2010,202668,36,397.4,0.66,0.448,0.416,0.336,0.318,0.076,60,F#,Menor,Sim,Atlantic Records
TRK04778,TT,TXT,K-Pop,2024,257901,80,904.2,0.586,0.639,0.541,0.146,0.234,0.11,120,E,Menor,Não,Sony Music
TRK04779,Want Never,J. Cole,Hip-Hop,2024,210724,67,852.7,0.659,0.637,0.277,0.056,0.434,0.181,99,E,Maior,Não,Atlantic Records
TRK04780,Bésame Despacito,Plan B,Reggaeton,2022,263336,45,469.8,0.792,0.835,0.157,0.445,0.181,0.329,136,F,Maior,Não,Sony Music
TRK04781,Loca,J Balvin,Latin,2025,183153,83,902.4,0.836,0.928,0.499,0.253,0.075,0.19,141,D#,Maior,Não,Interscope
TRK04782,Feel,Martin Garrix,Electronic,2018,212142,55,722.0,0.868,0.672,0.424,0.304,0.183,0.077,125,B,Menor,Não,Def Jam
TRK04783,Forever Nothing,Imagine Dragons,Rock,2021,171006,51,602.4,0.616,0.862,0.624,0.497,0.283,0.128,105,A,Maior,Sim,Capitol Records
TRK04784,Pain,The Chainsmokers,Electronic,2023,198069,75,851.5,0.831,0.83,0.8,0.171,0.158,0.087,138,F,Maior,Não,Republic Records
TRK04785,Dark Anywhere,Justin Bieber,Pop,2012,219823,100,1144.5,0.725,0.675,0.458,0.099,0.097,0.463,130,A#,Menor,Não,Universal Music
TRK04786,Provócame,Nicky Jam,Latin,2021,254768,72,925.6,0.902,0.7,0.712,0.041,0.127,0.185,133,G#,Maior,Não,Republic Records
TRK04787,Sunshine Dancing,Nicki Minaj,Hip-Hop,2019,171097,48,647.7,0.635,0.421,0.599,0.249,0.271,0.058,106,F,Maior,Sim,Columbia Records
TRK04788,Today Bright,"Tyler, The Creator",Hip-Hop,2020,284726,45,528.6,0.665,0.634,0.52,0.298,0.132,0.146,88,D#,Maior,Sim,Independent
TRK04789,Angel Rain,Mac DeMarco,Indie,2023,262956,62,763.3,0.482,0.521,0.839,0.165,0.087,0.253,126,C#,Menor,Sim,Def Jam
TRK04790,Sola Tu Sonrisa,Manuel Turizo,Latin,2017,208711,40,433.8,0.712,0.722,0.899,0.188,0.162,0.137,137,B,Menor,Não,RCA Records
TRK04791,Closer Today,Green Day,Rock,2021,200687,95,1147.6,0.447,0.898,0.616,0.525,0.138,0.083,128,G#,Menor,Não,Universal Music
TRK04792,Soul Never Wild,Frank Ocean,R&B,2019,197334,54,589.8,0.544,0.512,0.538,0.546,0.208,0.437,93,A,Maior,Não,Interscope
TRK04793,Free Body,Jason Aldean,Country,2014,143707,53,626.7,0.582,0.667,0.597,0.325,0.117,0.198,93,B,Maior,Sim,Atlantic Records
TRK04794,Kill This Love,TXT,K-Pop,2025,239802,69,837.1,0.548,0.822,0.632,0.199,0.091,0.255,103,B,Maior,Não,Warner Music
TRK04795,Wild Need Shine,Jason Aldean,Country,2025,288089,93,1177.1,0.651,0.611,0.427,0.323,0.11,0.051,123,B,Maior,Não,Independent
TRK04796,Hold Yours,Blake Shelton,Country,2023,199127,83,1184.7,0.62,0.45,0.581,0.249,0.169,0.39,114,G#,Maior,Sim,Atlantic Records
TRK04797,Crazy Heaven,"Tyler, The Creator",Hip-Hop,2021,217311,85,925.8,0.976,0.756,0.665,0.269,0.158,0.353,95,D#,Menor,Sim,Universal Music
TRK04798,Goodbye Light,Imagine Dragons,Rock,2013,236762,42,436.3,0.607,0.7,0.426,0.201,0.211,0.267,123,D#,Menor,Não,Warner Music
TRK04799,Shining,Bryson Tiller,R&B,2019,214265,98,1143.3,0.7,0.441,0.778,0.195,0.039,0.074,117,G#,Menor,Não,Def Jam
TRK04800,Light Pain Always,Kendrick Lamar,Hip-Hop,2013,235964,87,1010.1,0.673,0.662,0.643,0.25,0.224,0.308,88,D#,Maior,Sim,Independent
TRK04801,Provócame,Camilo,Latin,2012,228456,80,1030.2,0.728,0.93,0.406,0.216,0.296,0.456,133,G#,Menor,Não,Interscope
TRK04802,Rising Higher Burning,Blake Shelton,Country,2011,155405,28,282.8,0.61,0.626,0.752,0.387,0.088,0.137,98,A#,Maior,Não,Def Jam
TRK04803,Better Together,Nicki Minaj,Hip-Hop,2017,226208,45,603.0,0.765,0.431,0.643,0.312,0.225,0.221,104,A,Menor,Sim,Def Jam
TRK04804,We Higher,Panic! At The Disco,Rock,2024,212815,49,727.7,0.439,0.765,0.58,0.216,0.247,0.496,139,D#,Maior,Não,Sony Music
TRK04805,Fire Summer Today,The 1975,Indie,2015,127035,42,523.3,0.267,0.536,0.645,0.13,0.147,0.224,125,D,Maior,Não,Warner Music
TRK04806,Shining Smile Sky,Kanye West,Hip-Hop,2010,180508,39,540.4,0.77,0.705,0.618,0.393,0.406,0.107,103,E,Menor,Não,Capitol Records
TRK04807,Always,Kendrick Lamar,Hip-Hop,2023,229124,84,966.4,0.887,0.724,0.698,0.515,0.387,0.036,92,A#,Maior,Sim,Republic Records
TRK04808,Broken,Arcade Fire,Indie,2022,241503,60,700.0,0.556,0.655,0.872,0.502,0.282,0.11,138,B,Maior,Sim,Sony Music
TRK04809,Always Free Rain,Maroon 5,Rock,2024,263000,97,1204.2,0.537,0.895,0.625,0.483,0.17,0.241,121,F,Menor,Não,Capitol Records
TRK04810,Lonely,Shawn Mendes,Pop,2018,188752,69,790.4,0.704,0.724,0.754,0.228,0.169,0.192,115,A,Menor,Não,Independent
TRK04811,Alone Summer,Katy Perry,Pop,2025,242046,71,941.1,0.599,0.543,0.188,0.344,0.091,0.263,110,E,Menor,Sim,Independent
TRK04812,Fire Forever Wild,Harry Styles,Pop,2013,148799,61,798.8,0.593,0.676,0.436,0.417,0.216,0.267,102,E,Menor,Não,Interscope
TRK04813,Never,Daft Punk,Electronic,2017,213982,62,642.3,0.86,0.802,0.347,0.163,0.081,0.545,119,F,Maior,Não,Atlantic Records
TRK04814,Mine,Daft Punk,Electronic,2017,174307,31,349.3,0.866,0.902,0.675,0.097,0.365,0.063,128,E,Maior,Não,Warner Music
TRK04815,Fancy,ITZY,K-Pop,2020,189959,32,398.2,0.622,0.63,0.546,0.319,0.185,0.184,99,G#,Menor,Não,Independent
TRK04816,Rain Alone,Post Malone,Hip-Hop,2025,198983,68,822.5,0.915,0.661,0.413,0.149,0.255,0.066,104,D,Menor,Sim,Interscope
TRK04817,Need Angel,Ed Sheeran,Pop,2025,175478,82,1060.4,0.409,0.592,0.794,0.467,0.198,0.198,119,C,Menor,Não,Atlantic Records
TRK04818,Yesterday,Ariana Grande,Pop,2021,216575,38,510.3,0.883,0.676,0.698,0.226,0.149,0.442,137,F,Maior,Não,Warner Music
TRK04819,Need,Sabrina Carpenter,Pop,2018,237230,74,802.3,0.646,0.755,0.448,0.186,0.476,0.06,109,C,Menor,Não,Independent
TRK04820,Together Hold,Coldplay,Rock,2014,191291,26,278.7,0.639,0.75,0.317,0.321,0.11,0.342,128,A#,Maior,Não,Republic Records
TRK04821,Mi Amor,Ozuna,Latin,2021,211510,66,796.4,0.857,0.799,0.907,0.495,0.052,0.222,123,F,Menor,Não,RCA Records
TRK04822,Corazón,J Balvin,Latin,2010,197553,42,520.6,0.825,0.59,0.624,0.082,0.107,0.02,134,E,Maior,Não,Capitol Records
TRK04823,Light Apart,Selena Gomez,Pop,2018,199825,99,1175.8,0.686,0.631,0.99,0.397,0.092,0.266,99,A#,Maior,Não,Sony Music
TRK04824,Sunshine Stay,Adele,Pop,2023,216675,80,866.0,0.88,0.761,0.275,0.358,0.111,0.185,103,G#,Maior,Não,Def Jam
TRK04825,Somewhere Smile,Selena Gomez,Pop,2024,188918,55,781.5,0.556,0.882,0.416,0.415,0.341,0.222,134,C,Menor,Não,Interscope
TRK04826,Noche Bésame,Ozuna,Latin,2012,215759,49,606.7,0.76,0.943,0.534,0.351,0.202,0.188,141,A,Maior,Não,Atlantic Records
TRK04827,Shine Sky,Nicki Minaj,Hip-Hop,2025,224921,92,1022.0,0.824,0.592,0.462,0.127,0.072,0.041,90,B,Maior,Não,Republic Records
TRK04828,Moon Paradise,21 Savage,Hip-Hop,2022,209398,57,712.4,0.801,0.754,0.72,0.227,0.061,0.033,110,D,Maior,Sim,RCA Records
TRK04829,Rising Sky,Diplo,Electronic,2018,222553,47,462.8,0.738,0.864,0.624,0.184,0.382,0.122,115,G,Menor,Não,Independent
TRK04830,Hello Soul,Kanye West,Hip-Hop,2021,204136,100,1162.6,0.748,0.438,0.876,0.593,0.33,0.38,78,C,Maior,Não,Columbia Records
TRK04831,Paradise Tonight Falling,Drake,Hip-Hop,2017,238458,38,383.3,0.769,0.705,0.542,0.637,0.02,0.154,60,D#,Maior,Sim,Capitol Records
TRK04832,Night Kiss,Calvin Harris,Electronic,2023,222521,63,782.5,0.703,0.803,0.568,0.062,0.537,0.126,117,E,Menor,Não,Universal Music
TRK04833,Feel,Khalid,R&B,2020,142472,42,511.5,0.452,0.605,0.487,0.022,0.045,0.188,89,D#,Menor,Não,Sony Music
TRK04834,Laugh,Coldplay,Rock,2020,126751,42,509.0,0.692,0.787,0.662,0.09,0.137,0.571,108,E,Menor,Não,Universal Music
TRK04835,Mind Summer,Green Day,Rock,2019,238460,64,726.5,0.596,0.445,0.555,0.358,0.11,0.192,139,G,Menor,Não,Sony Music
TRK04836,Run,Tame Impala,Indie,2025,135742,36,541.3,0.948,0.594,0.892,0.469,0.035,0.136,103,G#,Menor,Não,Atlantic Records
TRK04837,Kiss Moon Higher,Dan + Shay,Country,2018,205857,70,829.6,0.566,0.615,0.608,0.469,0.564,0.086,122,E,Menor,Não,Def Jam
TRK04838,Sunshine Stronger We,Imagine Dragons,Rock,2023,236762,89,1120.8,0.647,0.706,0.558,0.083,0.259,0.434,148,E,Menor,Não,Interscope
TRK04839,Soul,Travis Scott,Hip-Hop,2016,190673,45,552.5,0.68,0.59,0.734,0.062,0.116,0.329,90,D#,Menor,Sim,Sony Music
TRK04840,Want Memories,The Chainsmokers,Electronic,2021,293526,69,908.9,0.848,0.614,0.37,0.305,0.148,0.208,144,A,Menor,Não,Capitol Records
TRK04841,Better Stay,Ed Sheeran,Pop,2016,187861,81,1009.2,0.686,0.805,0.947,0.359,0.186,0.025,112,F#,Menor,Sim,Interscope
TRK04842,Memories Always,Fall Out Boy,Rock,2018,201419,55,596.9,0.59,0.766,0.754,0.206,0.244,0.071,123,G#,Maior,Não,Interscope
TRK04843,Anywhere,21 Savage,Hip-Hop,2024,211134,100,1164.0,0.78,0.6,0.05,0.142,0.246,0.219,79,G#,Maior,Sim,Republic Records
